statement,source,link,veracity
"All members of Congress are required to be in Obamacare, but Obama and members of his administration ""have their own gold-plated health care plans that they're in.""",Sean Duffy,/web/20180119172812/http://www.politifact.com/wisconsin/statements/2013/oct/21/sean-duffy/obamacare-congress-must-buy-insurance-marketplaces/,Half-True
"""Property taxes have increased 20 percent under four years of Chris Christie.""",Milly Silva,/web/20180119172812/http://www.politifact.com/new-jersey/statements/2013/oct/20/milly-silva/milly-silva-claims-property-taxes-have-climbed-20-/,Mostly True
"""We’re 49th in the United States in new businesses created.""",Mary Burke,/web/20180119172812/http://www.politifact.com/wisconsin/statements/2013/oct/20/mary-burke/mary-burke-says-wisconsin-second-last-business-for/,Mostly True
"""Local law enforcement . . . will have access to the [Obamacare] Data Hub’s treasure trove of personal info.""",Evan Feinberg,/web/20180119172812/http://www.politifact.com/rhode-island/statements/2013/oct/20/evan-feinberg/activist-says-local-police-will-have-access-obamac/,False
"""We went from $160 billion deficit spending in (President George W.) Bush's last year to $1.6 trillion the following year.""",Louie Gohmert,/web/20180119172812/http://www.politifact.com/truth-o-meter/statements/2013/oct/18/louie-gohmert/louie-gohmert-says-deficit-ballooned-160-billion-1/,Mostly False
"The ""president has given 1,100 special waivers to his friends"" for Obamacare.",Mick Mulvaney,/web/20180119172812/http://www.politifact.com/truth-o-meter/statements/2013/oct/18/mick-mulvaney/rep-mulvaney-says-obama-gave-1100-special-waivers-/,Mostly False
"Says Damascus’ disincorporation would produce ""NO significant tax savings.""",Steve Spinnett,/web/20180119172812/http://www.politifact.com/oregon/statements/2013/oct/18/steve-spinnett/damascus-disincorporation-would-produce-no-signifi/,False
"Since Obamacare became law, ""most of our new jobs have been part-time jobs.""",Ken Cuccinelli,/web/20180119172812/http://www.politifact.com/virginia/statements/2013/oct/18/ken-cuccinelli/cuccinelli-says-most-new-jobs-have-been-part-time-/,False
"""Live cats have holes drilled into their skulls,"" posts put into their heads and coils put into their eyes, and some have had their ears cut off or are intentionally deafened or starved at UW-Madison labs that do research to improve hearing in humans.",People for the Ethical Treatment of Animals,/web/20180119172812/http://www.politifact.com/wisconsin/statements/2013/oct/18/people-ethical-treatment-animals/cats-have-holes-drilled-their-heads-undergo-other-/,Half-True
"Says ""by reducing chronic health care costs in the State of Georgia, we can reduce the $32.8 billion lost each year due to lack of productivity and economic costs.""",Hank Johnson,/web/20180119172812/http://www.politifact.com/georgia/statements/2013/oct/18/hank-johnson/johnson-target-about-health-productivity-cost-link/,Mostly True
"""Virtually every person across this country has seen premiums going up and up and up"" due to Obamacare.",Ted Cruz,/web/20180119172812/http://www.politifact.com/truth-o-meter/statements/2013/oct/17/ted-cruz/sen-ted-cruz-says-premiums-have-gone-virtually-eve/,False
"40,000 veterans in Texas won’t get health care because Perry rejected Obamacare's Medicaid expansion.",Gilberto Hinojosa,/web/20180119172812/http://www.politifact.com/texas/statements/2013/oct/17/gilberto-hinojosa/more-veterans-income-qualify-Medicaid-Texas/,Mostly True
"""Unemployment in the city of St. Petersburg is below the state average.""",Bill Foster,/web/20180119172812/http://www.politifact.com/florida/statements/2013/oct/17/bill-foster/bill-foster-says-st-petersburgs-unemployment-rate-/,Mostly True
"""Since Mr. Foster's been mayor, we have less small businesses in the city of St. Petersburg.""",Rick Kriseman,/web/20180119172812/http://www.politifact.com/florida/statements/2013/oct/17/rick-kriseman/st-petersburg-mayoral-candidate-rick-kriseman-says/,False
"""Unfortunately, since Mr. Foster's been mayor ... there are less people employed in the city of St. Petersburg than there were prior to his taking office.""",Rick Kriseman,/web/20180119172814/http://www.politifact.com/florida/statements/2013/oct/17/rick-kriseman/rick-kriseman-says-fewer-residents-working-bill-fo/,False
"Says ""nearly 30,000"" federal employees in Oregon were furloughed during the government shutdown.",Suzanne Bonamici,/web/20180119172814/http://www.politifact.com/oregon/statements/2013/oct/17/suzanne-bonamici/were-30000-oregonians-employed-federal-government-/,False
"When SACS came back to the DeKalb County School District to give a midterm review, we got straight A’s.",Michael Thurmond,/web/20180119172814/http://www.politifact.com/georgia/statements/2013/oct/17/michael-thurmond/dekalb-superintendent-guilty-grade-inflation-descr/,Mostly False
"Chris Christie ""cut equal pay for women, calling it 'senseless bureaucracy.' """,Debbie Wasserman Schultz,/web/20180119172814/http://www.politifact.com/truth-o-meter/statements/2013/oct/17/debbie-wasserman-schultz/dnc-says-chris-christie-cut-equal-pay-wome/,Mostly False
"Congressional lawmakers earn their salaries ""FOR LIFE,"" which for House Minority Leader Nancy Pelosi would add up to ""$803,700 Dollars a year for LIFE including FREE medical.""",Chain email,/web/20180119172814/http://www.politifact.com/truth-o-meter/statements/2013/oct/17/chain-email/chain-email-says-lawmakers-earn-salaries-life-whic/,Pants on Fire!
"""Thirteen hundred"" applicants in Rhode Island signed up for insurance through Obamacare.",Sheldon Whitehouse,/web/20180119172814/http://www.politifact.com/rhode-island/statements/2013/oct/17/sheldon-whitehouse/sheldon-whitehouse-ted-cruz-spar-over-how-many-rho/,Mostly True
"""No doctors who went to an American medical school will be accepting Obamacare.""",Ann Coulter,/web/20180119172814/http://www.politifact.com/truth-o-meter/statements/2013/oct/16/ann-coulter/ann-coulter-says-no-doctors-who-went-american-medi/,Pants on Fire!
"""Neville Chamberlain told the British people: ‘Accept the Nazis. Yes, they will dominate the continent of Europe, but that is not our problem. Let's appease them. Why? Because it can't be done. We cannot possibly stand against them.’""",Ted Cruz,/web/20180119172814/http://www.politifact.com/texas/statements/2013/oct/16/ted-cruz/ted-cruz-airs-popular-and-flawed-impression-britis/,Mostly False
"Says Jeanne Shaheen ""got behind the idea of using the IRS to target American citizens for their political views.""",Jennifer Horn,/web/20180119172814/http://www.politifact.com/new-hampshire/statements/2013/oct/16/jennifer-horn/nh-gop-chairwoman-horn-says-jeanne-shaheen-got-beh/,Mostly False
"The federal government ""has $3 trillion in cash flow, so we can pay our bills"" and won’t default.",Roger Williams,/web/20180119172814/http://www.politifact.com/texas/statements/2013/oct/16/roger-williams/roger-willliams-correct-government-could-cover-pro/,Half-True
"Ann Kuster turned ""a blind eye to those in need of funding"" by voting ""against funding for our nation’s veterans, low-income women and children, the FDA and the National Institutes of Health.""",National Republican Congressional Committee,/web/20180119172814/http://www.politifact.com/new-hampshire/statements/2013/oct/16/national-republican-congressional-committee/nrcc-says-rep-ann-kuster-turned-blind-eye-those-ne/,Mostly False
"Says U.S. Rep. Debbie Wasserman Schultz ""voted to cut off Florida’s veterans and their benefits.""",Republican National Committee,/web/20180119172814/http://www.politifact.com/truth-o-meter/statements/2013/oct/16/republican-national-committee-republican/rnc-says-wasserman-schultz-voted-cut-veterans-bene/,False
The White House had a live video feed of the Benghazi attacks as they occurred.,David Dewhurst,/web/20180119172814/http://www.politifact.com/texas/statements/2013/oct/15/david-dewhurst/dewhurst-suggesting-obamas-impeachment-airs-ridicu/,Pants on Fire!
"""Eighty percent of the antibiotics in this country are fed to livestock.""",Louise Slaughter,/web/20180119172814/http://www.politifact.com/truth-o-meter/statements/2013/oct/15/louise-slaughter/rep-louise-slaughter-says-80-antibiotics-are-fed-l/,Mostly True
"Says ""we are going to sell this house and use the proceeds to stabilize rates.""",Nick Fish,/web/20180119172814/http://www.politifact.com/oregon/statements/2013/oct/15/nick-fish/could-selling-portland-water-house-help-stabilize-/,False
"Says U.S. Rep. Steve Daines, R-Mont., ""opposes a vote on his own legislation that he proposed just a few months ago.""",Democratic Senatorial Campaign Committee,/web/20180119172814/http://www.politifact.com/truth-o-meter/statements/2013/oct/15/democratic-senatorial-campaign-committee/democrats-say-rep-steve-daines-wont-back-his-own-b/,False
"""Rather than prioritize and pass ethics reform measures to restore trust in state government, (Democrats) sat on their hands and did nothing"" when they were the majority.",Republican Party of Georgia,/web/20180119172814/http://www.politifact.com/georgia/statements/2013/oct/15/GaGOP/gop-comes-deals-defense-ethics/,False
"A $10 million fire fee proposal in St. Petersburg was ""inspired"" by Gov. Rick Scott.",Fact Check Florida,/web/20180119172814/http://www.politifact.com/florida/statements/2013/oct/14/fact-check-florida/bill-fosters-rick-scott-inspired-fire-fee-heres-re/,Pants on Fire!
A congressional laundry closed due to the partial government shutdown.,Roger Williams,/web/20180119172814/http://www.politifact.com/texas/statements/2013/oct/14/roger-williams/capitol-hill-closures-due-partial-government-shutd/,True
"""It’s been 4 and a half years since the United States Senate passed a budget.""",Bob McDonnell,/web/20180119172814/http://www.politifact.com/virginia/statements/2013/oct/14/bob-mcdonnell/mcdonnell-says-us-senate-hasnt-passed-budget-4-12-/,False
"Chris Christie ""has not increased the taxes on anyone.""",Kim Guadagno,/web/20180119172834/http://www.politifact.com/new-jersey/statements/2013/oct/13/kim-guadagno/kim-guadagno-claims-chris-christie-hasnt-raised-ta/,Half-True
On responding to chemical weapon use in Syria,Paul Ryan,/web/20180119172834/http://www.politifact.com/wisconsin/statements/2013/oct/13/paul-ryan/did-paul-ryan-change-his-position-red-line-and-che/,Half Flip
"""Six years after unionization, 20,000 fewer children in Illinois were being served by the Child Care and Development Fund program.""",Jennifer Parrish,/web/20180119172834/http://www.politifact.com/rhode-island/statements/2013/oct/13/jennifer-parrish/hild-care-activist-jennifer-parrish-says-number-ch/,Mostly False
"Amanda Murphy has ""two vacation homes around the world.""",Citizens for Fairness,/web/20180119172834/http://www.politifact.com/florida/statements/2013/oct/12/citizens-fairness/campaign-mailer-says-amanda-murphy-has-two-vacatio/,Mostly False
"Bill Gunter would ""drain millions from local public schools, and give our tax dollars to private, for-profit schools run by out-of-state corporations.""",Florida Democratic Party,/web/20180119172834/http://www.politifact.com/florida/statements/2013/oct/12/florida-democratic-party/campaign-mailer-says-bill-gunter-would-cut-funding/,Mostly False
"""Ninety six percent of employers in the Granite State are considered small businesses.""",Jeanne Shaheen,/web/20180119172834/http://www.politifact.com/new-hampshire/statements/2013/oct/11/jeanne-shaheen/jeanne-shaheen-says-96-percent-employers-new-hamps/,True
"Democrats already agreed to ""a deal that Republicans wanted, that Eric Cantor said would be a win.""",Bill Burton,/web/20180119172834/http://www.politifact.com/truth-o-meter/statements/2013/oct/11/bill-burton/burton-says-rep-eric-cantor-called-deal-democrats-/,Mostly True
"Says Oregonians for Food and Shelter ""proudly features board members from Monsanto and Syngenta and the (Oregon) Farm Bureau also receives funding from biotech companies.""",Rick North,/web/20180119172834/http://www.politifact.com/oregon/statements/2013/oct/11/rick-north/do-two-state-agriculture-groups-have-ties-biotech-/,True
"Terry McAuliffe has ""threatened to shut down Virginia’s government if his budget plan isn’t supported.""",Ken Cuccinelli,/web/20180119172834/http://www.politifact.com/virginia/statements/2013/oct/11/ken-cuccinelli/cuccinelli-says-mcauliffe-threatened-shut-down-sta/,False
"Says ""(t)his 12 year council 'Seat-warmer' has never chaired, vice chaired, or led a single Council committee meeting.""",Bill Powell,/web/20180119172834/http://www.politifact.com/georgia/statements/2013/oct/11/bill-powell/council-candidate-errs-about-incumbents-resume/,False
"Louie Gohmert of Texas ""compared the current general-in-charge in Egypt to George Washington.""",Gail  Collins,/web/20180119172834/http://www.politifact.com/texas/statements/2013/oct/10/gail-collins/louie-gohmert-linked-george-washington-and-egyptia/,Mostly True
"Louie Gohmert of Texas ""blamed the mass shooting at a movie theater in Colorado on ‘the ongoing attacks on Judeo-Christian beliefs.'""",Gail  Collins,/web/20180119172834/http://www.politifact.com/texas/statements/2013/oct/10/gail-collins/texas-congressman-mentioned-attacks-christian-beli/,Mostly False
"""Violent crime is up since the last year of Sharpe James’ administration. This year it’s higher. … The unemployment rate is almost 15 percent. The high school dropout rate is over 50 percent.""",Steve Lonegan,/web/20180119172834/http://www.politifact.com/new-jersey/statements/2013/oct/10/steve-lonegan/steve-lonegan-claims-violent-crime-newark-also-cit/,Half-True
"Says Democratic gubernatorial candidate Mary Burke ""has proven on the Madison Board of Education"" that she supports raising taxes and spending.",Republican Party of Wisconsin,/web/20180119172834/http://www.politifact.com/wisconsin/statements/2013/oct/10/republican-party-wisconsin/gop-says-mary-burke-candidate-governor-has-tax-and/,Half-True
"""Many don’t know that Bill Young was once the minority leader in the Florida Senate...because he was the only Republican senator.""",Chris Latvala,/web/20180119172834/http://www.politifact.com/florida/statements/2013/oct/09/chris-latvala/did-cw-bill-young-serve-only-republican-florida-se/,True
"Says ""between 6 and 20 bicycles can be parked in the space required by one car.""",Earl Blumenauer,/web/20180119172834/http://www.politifact.com/oregon/statements/2013/oct/09/earl-blumenauer/can-6-20-bicycles-fit-single-car-parking-space/,Half-True
"I am ""the only candidate for lieutenant governor to oppose in-state tuition for illegal immigrants.""",Dan Patrick,/web/20180119172834/http://www.politifact.com/texas/statements/2013/oct/09/dan-patrick/dan-patrick-isnt-alone-among-candidates-oppose-sta/,False
"Says Sen. Mark Pryor voted for ""special subsidies"" for lawmakers and staff in Congress ""so they’re protected from Obamacare.""",Tom Cotton,/web/20180119172834/http://www.politifact.com/truth-o-meter/statements/2013/oct/09/tom-cotton/cotton-says-pryor-voted-give-congress-special-subs/,False
"The health care marketplaces have ""no privacy protections.""",Tom Cotton,/web/20180119172834/http://www.politifact.com/truth-o-meter/statements/2013/oct/09/tom-cotton/aca-marketplaces-have-no-privacy-protections-cotto/,False
"Says her actions as Wisconsin commerce secretary brought the state ""84,000 more Wisconsin jobs than we have today.""",Mary Burke,/web/20180119172834/http://www.politifact.com/wisconsin/statements/2013/oct/09/mary-burke/mary-burke-says-wisconsin-had-84000-more-jobs-when/,Half-True
"Any state tax law has to start in the House and the renewal of the state hospital bed tax this year started in the Senate, which is unconstitutional.",David Pennington,/web/20180119172836/http://www.politifact.com/georgia/statements/2013/oct/09/david-pennington/deals-rival-says-bed-tax-renewal-flawed/,Mostly False
"""For the first time since the Korean War, total federal spending has gone down for two years in a row.""",Dennis Ross,/web/20180119172836/http://www.politifact.com/truth-o-meter/statements/2013/oct/08/dennis-ross/rep-dennis-ross-says-us-spending-has-fallen-two-st/,True
"Because of the 2011 debt ceiling fight, ""the stock market lost 2,000 points.""",Charles Schumer,/web/20180119172836/http://www.politifact.com/truth-o-meter/statements/2013/oct/08/charles-schumer/charles-schumer-says-dow-jones-lost-2000-points-af/,Mostly True
"""Nobody's addicted to"" marijuana.",John Morgan,/web/20180119172836/http://www.politifact.com/florida/statements/2013/oct/08/john-morgan/john-morgan-says-nobodys-addicted-marijuana/,False
"""Every month, we get the reports from the Bureau of Labor Statistics that say even more people have given up looking for work.""",Ted Cruz,/web/20180119172836/http://www.politifact.com/texas/statements/2013/oct/08/ted-cruz/cruz-claim-about-more-americans-giving-job-searche/,Mostly False
The Obama administration shut down the Amber Alert program because of the government shutdown.,Tweets,/web/20180119172836/http://www.politifact.com/truth-o-meter/statements/2013/oct/07/tweets/tweets-and-bloggers-say-obama-used-shutdown-close-/,False
"""Obama has jumped the shark and ordered the ocean closed!""",Tweets,/web/20180119172836/http://www.politifact.com/florida/statements/2013/oct/07/tweets/did-obama-shut-down-ocean-part-shutdown/,False
"There is ""a constitutional issue"" that affects ""the paychecks of members of Congress"" during a shutdown.",Mario Diaz-Balart,/web/20180119172836/http://www.politifact.com/florida/statements/2013/oct/07/mario-diaz-balart/mario-diaz-balart-says-congress-paid-during-shutdo/,True
"""This year, the federal government will have more revenue than any year in the history of our country.""",John Boehner,/web/20180119172836/http://www.politifact.com/truth-o-meter/statements/2013/oct/07/john-boehner/john-boehner-says-us-will-have-record-revenues-yea/,Half-True
"Says David Dewhurst ""went out for drinks"" during Senate debate on abortion bill.",Todd Staples,/web/20180119172836/http://www.politifact.com/texas/statements/2013/oct/07/todd-staples/dewhurst-visited-restaurant-during-debate-unclear-/,Half-True
"Virginia is ""the number one state per capita in screening out people with mental illness from gun purchases.""",Ken Cuccinelli,/web/20180119172836/http://www.politifact.com/virginia/statements/2013/oct/07/ken-cuccinelli/cuccinelli-says-virginia-no-1-stopping-mentally-il/,Mostly True
"Domestic violence ""is seen as a pre-existing"" health condition and ""women had to pay 50 percent more for health care because of gender ratings,"" but under Obamacare, ""all of that is over.""",Gwen Moore,/web/20180119172836/http://www.politifact.com/wisconsin/statements/2013/oct/06/gwen-moore/obamacare-stop-domestic-violence-pre-existing-cond/,Half-True
Forty-six states have a line-item veto for the governor.,Lincoln Chafee,/web/20180119172836/http://www.politifact.com/rhode-island/statements/2013/oct/06/lincoln-chafee/ri-gov-lincoln-chafee-says-governors-46-states-hav/,Mostly True
"Says a man opted out of Obamacare after the marketplace launched on Oct. 1, 2013, and was informed he owed a $4,000 fine.",Facebook posts,/web/20180119172836/http://www.politifact.com/truth-o-meter/statements/2013/oct/04/facebook-posts/closer-look-facebook-post-mans-struggle-obamacare-/,Pants on Fire!
"Only ""four countries in the world… allow abortions after 20 weeks"" of pregnancy.",Anita Perry,/web/20180119172836/http://www.politifact.com/texas/statements/2013/oct/04/anita-perry/six-countries-allow-abortions-after-20-weeks-gesta/,Half-True
"""Eighty-five percent of government's running right now. Only 15 percent of government spending is shut down.""",Rand Paul,/web/20180119172836/http://www.politifact.com/truth-o-meter/statements/2013/oct/04/rand-paul/rand-paul-says-only-15-percent-federal-spending-be/,Half-True
"The growth in health care costs ""has been reined in through the Affordable Care Act.""",Jim Moran,/web/20180119172836/http://www.politifact.com/virginia/statements/2013/oct/04/jim-moran/moran-says-obamacare-has-reined-growth-health-care/,Mostly False
"""At the time that (Medicare Part D) was passed (it) was actually less popular than the Affordable Care Act, according to the polls.""",Barack Obama,/web/20180119172836/http://www.politifact.com/truth-o-meter/statements/2013/oct/04/barack-obama/obama-says-medicare-part-d-was-less-popular-obamac/,Mostly True
"Shutdowns are ""a normal part of the constitutional process,"" with 12 shutdowns under Democratic House Speaker Tip O’Neill and two during his own speakership.",Newt Gingrich,/web/20180119172836/http://www.politifact.com/truth-o-meter/statements/2013/oct/04/newt-gingrich/newt-gingrich-says-late-speaker-tip-oneill-served-/,Half-True
On support for Common Core education standards,John Barge,/web/20180119172836/http://www.politifact.com/georgia/statements/2013/oct/04/john-barge/candidate-barge-superintendent-barge-sometimes-dif/,Half Flip
"The shutdown is projected to result in ""$10 billion in costs to the economy per week.""",Debbie Wasserman Schultz,/web/20180119172838/http://www.politifact.com/florida/statements/2013/oct/03/debbie-wasserman-schultz/debbie-wasserman-schultz-says-federal-shutdown-10-/,Mostly True
"""Obama Declares November National Muslim Appreciation Month.""",Bloggers,/web/20180119172838/http://www.politifact.com/truth-o-meter/statements/2013/oct/03/blog-posting/obama-declares-november-national-muslim-appreciati/,Pants on Fire!
"Among the nation’s 51 largest metropolitan areas, Milwaukee is the ""only one"" where the poverty rate is more than ""four times greater in the city than it is in the suburbs.""",Tom Barrett,/web/20180119172838/http://www.politifact.com/wisconsin/statements/2013/oct/03/tom-barrett/milwaukees-city-suburban-poverty-disparity-worst-a/,Half-True
"Ken Cuccinelli ""tried to shut down"" state government.",Terry McAuliffe,/web/20180119172838/http://www.politifact.com/virginia/statements/2013/oct/02/terry-mcauliffe/mcauliffe-says-cuccinelli-tried-shut-down-va-gover/,Pants on Fire!
"""(Texas Republicans) believe in abolishing Social Security, abolishing V.A. health care.""",Bernie Sanders,/web/20180119172838/http://www.politifact.com/truth-o-meter/statements/2013/oct/02/bernie-s/sen-bernie-sanders-says-texas-republicans-want-abo/,False
The crime rate in some Atlanta neighborhoods has dropped by 35 to 51 percent.,City of Atlanta,/web/20180119172838/http://www.politifact.com/georgia/statements/2013/oct/02/city-atlanta/atlanta-erred-claim-drop-crime/,False
"In a ""sweetheart deal … members of Congress, thanks to the Obama administration, are going to be the only people in America to get subsidies in the Obamacare exchanges.""",Jeb Hensarling,/web/20180119172838/http://www.politifact.com/truth-o-meter/statements/2013/oct/01/jeb-hensarling/gop-rep-jeb-hensarling-assails-sweetheart-deal-law/,Pants on Fire!
"""In 2010, the non-partisan Government Accountability Office found that only 6.5 percent of the U.S.-Mexico border was under full control of the Border Patrol.""",Lamar Smith,/web/20180119172838/http://www.politifact.com/texas/statements/2013/oct/01/lamar-smith/government-report-said-65-percent-border-miles-wer/,Mostly True
"""In states where the federal government helps run these (health care) marketplaces, the average American will have more than 50 different plans to choose from, with different levels of coverage.""",Barack Obama,/web/20180119172838/http://www.politifact.com/truth-o-meter/statements/2013/oct/01/barack-obama/obama-says-new-health-law-offers-more-than-50-choi/,Half-True
"""Photo ID is not required for those who vote by mail.""",League of Women Voters of Texas Education Fund,/web/20180119172838/http://www.politifact.com/texas/statements/2013/oct/01/league-women-voters-texas-education-fund/nearly-all-texans-who-vote-mail-need-not-present-p/,True
"""For the last decade, Floridians’ salaries have shrunk substantially"" when adjusted for inflation.",Dan Gelber,/web/20180119172838/http://www.politifact.com/florida/statements/2013/oct/01/dan-gelber/dan-gelber-says-florida-paychecks-arent-going-far-/,Mostly True
"Says ""Nathan Deal killed pro-gun bills in 2013.""",Georgia Gun Owners,/web/20180119172838/http://www.politifact.com/georgia/statements/2013/oct/01/georgia-gun-owners/group-blames-deal-bill-defeat/,Mostly False
"""A strong bipartisan majority"" in the House of Representatives ""voted to defund Obamacare.""",Ted Cruz,/web/20180119172838/http://www.politifact.com/truth-o-meter/statements/2013/sep/30/ted-cruz/ted-cruz-says-strong-bipartisan-majority-house-rep/,False
"""The United States Senate — Democrats and Republicans — (voted) to keep our government open.""",Barack Obama,/web/20180119172838/http://www.politifact.com/truth-o-meter/statements/2013/sep/30/barack-obama/barack-obama-says-democrats-and-republicans-senate/,Mostly False
"""Many state and federal agencies have such ‘navigators’ involved in helping folks maneuver through the often complex processes associated with filing benefits claims, for example -- even buying health insurance.""",Bill Nelson,/web/20180119172838/http://www.politifact.com/florida/statements/2013/sep/30/bill-nelson/bill-nelson-says-florida-already-has-similar-navig/,True
"""I would be the first Republican senator elected in New Jersey in 41 years.""",Steve Lonegan,/web/20180119172838/http://www.politifact.com/new-jersey/statements/2013/sep/29/steve-lonegan/steve-lonegan-claims-he-could-be-first-republican-/,True
"""There are still tens of thousands of missing service members from previous and current conflicts that our nation is working to find and repatriate.""",John Scocos,/web/20180119172838/http://www.politifact.com/wisconsin/statements/2013/sep/29/john-scocos/tens-thousands-us-service-members-missing-wisconsi/,True
The highest paid employee of the State of Rhode Island is a basketball coach.,Deadspin,/web/20180119172838/http://www.politifact.com/rhode-island/statements/2013/sep/29/deadspin/deadspin-says-uri-basketball-coach-highest-paid-ri/,True
"If sea levels rise six feet due to climate change, Waterplace Park in Providence and Wickford village would be swamped",Grover Fugate,/web/20180119172838/http://www.politifact.com/rhode-island/statements/2013/sep/28/grover-fugate/ri-coastal-official-says-rising-sea-levels-climate/,True
Says Maggie Hassan is the only female governor in the country.,NH AFL-CIO,/web/20180119172838/http://www.politifact.com/new-hampshire/statements/2013/sep/27/nh-afl-cio/new-hampshire-afl-cio-says-maggie-hassan-only-fema/,False
"With Obamacare, ""we're fixing to get hit with the biggest entitlement program the American taxpayers have ever seen.""",Saxby Chambliss,/web/20180119172841/http://www.politifact.com/truth-o-meter/statements/2013/sep/27/saxby-chambliss/saxby-chambliss-says-obamacare-biggest-entitlement/,Mostly False
"Under economic sanctions, ""now Iran is suffering 30 percent inflation, 20 percent unemployment.""",Robert Reich,/web/20180119172841/http://www.politifact.com/truth-o-meter/statements/2013/sep/27/robert-reich/robert-reich-says-under-sanctions-iran-suffering-3/,Mostly True
"""Up to half of all Americans have a pre-existing condition.""",Barack Obama,/web/20180119172841/http://www.politifact.com/truth-o-meter/statements/2013/sep/27/barack-obama/obama-says-half-americans-have-preexisting-conditi/,Mostly True
"Under Cuccinelli’s tax cut plan, ""school divisions across Virginia could be forced to fire over 8,000 teachers.""",Terry McAuliffe,/web/20180119172841/http://www.politifact.com/virginia/statements/2013/sep/27/terry-mcauliffe/mcauliffe-says-cuccinelli-tax-cuts-could-eliminate/,False
Warren Buffett says stop Obamacare now and start over.,Tom Graves,/web/20180119172841/http://www.politifact.com/georgia/statements/2013/sep/27/tom-graves/rep-graves-wrong-about-buffetts-health-law-stance/,Pants on Fire!
"""One out of four corporations doesn't pay a nickel in (federal income) taxes.""",Bernie Sanders,/web/20180119172841/http://www.politifact.com/truth-o-meter/statements/2013/sep/26/bernie-s/sanders-one-out-four-corporations-pay-no-taxes/,Half-True
"UPS left 15,000 employees’ spouses ""without health insurance"" and told them to, ""go on an exchange with no employer subsidy.""",Ted Cruz,/web/20180119172841/http://www.politifact.com/truth-o-meter/statements/2013/sep/26/ted-cruz/ted-cruz-says-policy-change-ups-left-employees-spo/,False
"""(Obamacare) is a bill which has never once had a majority of Americans favor it.""",Newt Gingrich,/web/20180119172841/http://www.politifact.com/truth-o-meter/statements/2013/sep/26/newt-gingrich/obamacare-has-never-been-favored-majority-american/,Mostly True
Says Ken Cuccinelli tried to make it more difficult for mothers to obtain divorces.,Terry McAuliffe,/web/20180119172841/http://www.politifact.com/virginia/statements/2013/sep/26/terry-mcauliffe/terry-mcauliffe-says-ken-cuccinelli-tried-make-it-/,Half-True
"""I’ve been reducing the number of Democratic"" Texas Senate committee ""chairs since I came in"" as lieutenant governor.",David Dewhurst,/web/20180119172841/http://www.politifact.com/texas/statements/2013/sep/26/david-dewhurst/dewhurst-both-decreased-and-increased-texas-senate/,Mostly False
"The 2013-’15 state budget backed by Gov. Scott Walker and Republican lawmakers ""left our technical colleges funded at 1989 levels.""",Democratic Party of Wisconsin,/web/20180119172841/http://www.politifact.com/wisconsin/statements/2013/sep/26/state-democratic-party-wisconsin/gop-state-leaders-funding-tech-schools-1989-levels/,Half-True
"""Today many Florida teachers are at risk of having their pay impacted by the performance of children who are not even in their classrooms or subject areas.""",Charlie Crist,/web/20180119172841/http://www.politifact.com/florida/statements/2013/sep/25/charlie-crist/charlie-crist-florida-teachers-risk-having-pay-aff/,Mostly True
"""According to the Congressional Budget Office, repealing Obamacare would increase the budget deficit.""",Carol Shea-Porter,/web/20180119172841/http://www.politifact.com/new-hampshire/statements/2013/sep/25/carol-shea-porter/carol-shea-porter-says-repealing-obamacare-would-i/,Mostly True
"""Over the past 35 years, Florida families have paid into the (National Flood Insurance Program) over $16 billion, four times more than the amount they have received in claim reimbursements.""",Rick Scott,/web/20180119172841/http://www.politifact.com/florida/statements/2013/sep/25/rick-scott/rick-scott-says-floridians-pay-far-more-flood-insu/,Mostly True
"Says President Barack Obama ""has amended, delayed, or repealed 19 components of his very own (health care) law.""",Tom Graves,/web/20180119172841/http://www.politifact.com/truth-o-meter/statements/2013/sep/25/tom-graves/rep-graves-says-obama-has-changed-aca-19-times/,Half-True
The U.S. Supreme Court decided in 1982 that non-citizen children must get free K-12 education.,David Watts,/web/20180119172841/http://www.politifact.com/texas/statements/2013/sep/25/david-watts/1982-supreme-court-decision-texas-case-said-public/,True
"""Unlike you and me, Congress gets to keep up to $11,000 a year in taxpayer subsidies"" under Obamacare.",Karen Handel,/web/20180119172841/http://www.politifact.com/georgia/statements/2013/sep/25/karen-handel/does-obamacare-claim-get-clean-bill-health/,Half-True
"If the government shuts down, ""all military personnel will continue to serve and accrue pay but will not actually be paid until appropriations are available.""",C.W. Bill Young,/web/20180119172841/http://www.politifact.com/truth-o-meter/statements/2013/sep/24/cw-bill-young/rep-young-says-military-pay-would-be-delayed-durin/,True
"Mental health provisions related to mass shootings ""got over 90 votes in the Senate.""",Kelly  Ayotte,/web/20180119172841/http://www.politifact.com/new-hampshire/statements/2013/sep/24/kelly-ayotte/kelly-ayotte-says-mental-health-amendment-gun-bill/,True
"Some ""20,000 Delphi salaried retirees lost up to 70 percent of their pensions"" as a result of ""political favoritism and backroom deals.""",Michael Turner,/web/20180119172841/http://www.politifact.com/ohio/statements/2013/sep/24/michael-turner/mike-turner-says-delphi-retirees-lost-pensions-pol/,Half-True
